name,step,checkpoint_path,image_path,continuous_re,continuous_ssim,best_threshold,best_threshold_re,best_threshold_ssim,square_min,square_mean,square_max,center_mean,center_max,edge_mean,background_mean,eps_min,eps_max,eps_mean,data_loss,pde_loss,boundary_loss,integral_data_loss
results_5_3_2_square_0_3GHz_only_edge_sanity3k,3000.0,square_target\results_5_3_2_square_0_3GHz_only_edge_sanity3k\checkpoint_adam_003000.pt,square_target\results_5_3_2_square_0_3GHz_only_edge_sanity3k\comparison_adam_003000.png,0.4320811536854188,0.5996051837782402,2.310000000000001,0.4867470626161844,0.7370825026270558,2.3125290870666504,2.3146958351135254,2.3154501914978027,2.315001964569092,2.3154501914978027,2.31459379196167,1.1653592586517334,1.0,2.315873384475708,1.3492530584335327,5.342300482880091e-06,0.24525651335716248,0.028141971677541733,1.0924424714175984e-05
results_5_3_2_square_0_3GHz_paper_edge_sanity3k,3000.0,square_target\results_5_3_2_square_0_3GHz_paper_edge_sanity3k\checkpoint_adam_003000.pt,square_target\results_5_3_2_square_0_3GHz_paper_edge_sanity3k\comparison_adam_003000.png,0.6507803569110536,0.006171753800739884,1.2,0.6507913734559685,0.006171643346034391,1.0000507831573486,1.000050663948059,1.0000509023666382,1.000050663948059,1.0000509023666382,1.000050663948059,1.0000507831573486,1.0000507831573486,1.0000509023666382,1.000050663948059,0.0016802039463073015,0.011656430549919605,0.01200348511338234,0.003854410257190466
results_5_3_2_square_0_3GHz_paper_plus_integral_sanity3k,3000.0,square_target\results_5_3_2_square_0_3GHz_paper_plus_integral_sanity3k\checkpoint_adam_003000.pt,square_target\results_5_3_2_square_0_3GHz_paper_plus_integral_sanity3k\comparison_adam_003000.png,0.6017936816010205,0.006622346329667229,1.6300000000000003,0.6507913734559685,0.006171643346034391,1.627408504486084,1.6274099349975586,1.6274113655090332,1.6274101734161377,1.6274112462997437,1.627409815788269,1.6274093389511108,1.6274068355560303,1.6274113655090332,1.6274093389511108,0.0016615521162748337,0.13662855327129364,0.10389634221792221,0.00021071036462672055
results_5_3_2_square_0_3GHz_structbest_ft_A_tv003_high_2k,16000.0,square_target\results_5_3_2_square_0_3GHz_structbest_ft_A_tv003_high_2k\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_structbest_ft_A_tv003_high_2k\comparison_adam_016000.png,0.17639514252728658,0.9490583272482811,2.1800000000000006,0.09783137099719627,0.9864918463296514,1.6670937538146973,3.423022508621216,3.9157023429870605,3.772176742553711,3.8838798999786377,3.30663800239563,1.035467267036438,1.0,3.9157023429870605,1.4174760580062866,5.606368063126865e-07,0.025415265932679176,0.003007390070706606,8.534381777280942e-06
results_5_3_2_square_0_3GHz_structbest_ft_B_tv001_high_2k,16000.0,square_target\results_5_3_2_square_0_3GHz_structbest_ft_B_tv001_high_2k\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_structbest_ft_B_tv001_high_2k\comparison_adam_016000.png,0.1851119346763964,0.9449180714735727,2.0300000000000007,0.12506682705636424,0.977918247925191,1.469915509223938,3.458376407623291,4.162941932678223,3.8632519245147705,4.07206916809082,3.3234176635742188,1.0302584171295166,1.0,4.162941932678223,1.4187573194503784,5.106865046400344e-07,0.016866466030478477,0.0021065990440547466,8.398463251069188e-06
results_5_3_2_square_0_3GHz_structbest_ft_C_tv001_binary_only_2k,16000.0,square_target\results_5_3_2_square_0_3GHz_structbest_ft_C_tv001_binary_only_2k\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_structbest_ft_C_tv001_binary_only_2k\comparison_adam_016000.png,0.20503463170477204,0.9302786710278078,2.0300000000000007,0.12809133226741695,0.9768324286558172,1.5204799175262451,3.3410518169403076,4.072595596313477,3.796159505844116,4.026406288146973,3.1893491744995117,1.0353010892868042,1.0,4.072595596313477,1.4042211771011353,4.3664056192938006e-07,0.013748878613114357,0.0016646633157506585,8.403081665164791e-06
results_5_3_2_square_0_3GHz_structbest_ft_D_tv002_high001_2k,16000.0,square_target\results_5_3_2_square_0_3GHz_structbest_ft_D_tv002_high001_2k\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_structbest_ft_D_tv002_high001_2k\comparison_adam_016000.png,0.1820867651128458,0.9461863775833552,2.170000000000001,0.12723452444212846,0.9770353621357438,1.522367238998413,3.438297986984253,4.0059919357299805,3.8248918056488037,3.9633476734161377,3.3094332218170166,1.033176064491272,1.0,4.0059919357299805,1.417995572090149,5.232084276940441e-07,0.019931448623538017,0.00243099732324481,8.438368240604177e-06
results_5_3_2_square_0_3GHz_structbest_ft_E_tv003_high0015_2k,16000.0,square_target\results_5_3_2_square_0_3GHz_structbest_ft_E_tv003_high0015_2k\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_structbest_ft_E_tv003_high0015_2k\comparison_adam_016000.png,0.1713110251060363,0.9524617851393445,2.200000000000001,0.1066573484829604,0.9839248146413319,1.585769772529602,3.465423822402954,3.9347848892211914,3.8049702644348145,3.909724712371826,3.3522417545318604,1.035583257675171,1.0,3.9347848892211914,1.4243578910827637,6.207244496181374e-07,0.027540430426597595,0.0032674423418939114,8.516546586179174e-06
results_5_3_2_square_0_3GHz_structbest_ft_F_tv002_high0007_2k,16000.0,square_target\results_5_3_2_square_0_3GHz_structbest_ft_F_tv002_high0007_2k\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_structbest_ft_F_tv002_high0007_2k\comparison_adam_016000.png,0.18710350455838298,0.9427705096255196,2.150000000000001,0.12506682705636424,0.9778193988412383,1.5248544216156006,3.4099855422973633,3.9888837337493896,3.8115668296813965,3.9559426307678223,3.2761247158050537,1.0339733362197876,1.0,3.9888837337493896,1.4141353368759155,5.074708155916596e-07,0.018360525369644165,0.002252408768981695,8.453671398456208e-06
results_5_3_2_square_0_3GHz_tvlep_binary_high_E_best,16000.0,square_target\results_5_3_2_square_0_3GHz_tvlep_binary_high_E_best\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_tvlep_binary_high_E_best\comparison_adam_016000.png,0.1713110251060363,0.9524617851393445,2.200000000000001,0.1066573484829604,0.9839248146413319,1.585769772529602,3.465423822402954,3.9347848892211914,3.8049702644348145,3.909724712371826,3.3522417545318604,1.035583257675171,1.0,3.9347848892211914,1.4243578910827637,6.207244496181374e-07,0.027540430426597595,0.0032674423418939114,8.516546586179174e-06
results_5_3_2_square_0_3GHz_tvlep_fic100_14000,14000.0,square_target\results_5_3_2_square_0_3GHz_tvlep_fic100_14000\checkpoint_adam_014000.pt,square_target\results_5_3_2_square_0_3GHz_tvlep_fic100_14000\comparison_adam_014000.png,0.21369930908086535,0.9191788382497519,2.4800000000000013,0.10247306581393356,0.985170690328918,1.8854098320007324,3.165846586227417,3.347635507583618,3.312300682067871,3.347635507583618,3.117027997970581,1.0502970218658447,1.0,3.347635507583618,1.3887850046157837,2.350834165554261e-06,0.049624405801296234,0.004552850034087896,8.329381671501324e-06
results_5_3_2_square_0_3GHz_tvlep_finetune_A_2k,16000.0,square_target\results_5_3_2_square_0_3GHz_tvlep_finetune_A_2k\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_tvlep_finetune_A_2k\comparison_adam_016000.png,0.20542336173783304,0.9264097100028921,2.240000000000001,0.06655820864890587,0.9937730913095068,1.9090678691864014,3.2065200805664062,3.5229218006134033,3.456153154373169,3.5146701335906982,3.1233088970184326,1.044545292854309,1.0,3.5229218006134033,1.3904613256454468,5.995919991619303e-07,0.02906506508588791,0.0033686901442706585,8.709015673957765e-06
results_5_3_2_square_0_3GHz_tvlep_finetune_B_2k,16000.0,square_target\results_5_3_2_square_0_3GHz_tvlep_finetune_B_2k\checkpoint_adam_016000.pt,square_target\results_5_3_2_square_0_3GHz_tvlep_finetune_B_2k\comparison_adam_016000.png,0.2010862149248023,0.9306813413667882,2.1800000000000006,0.07930636336879086,0.9911463165437581,1.7928861379623413,3.2604238986968994,3.709228277206421,3.601019859313965,3.681868314743042,3.146892547607422,1.0423640012741089,1.0,3.709228277206421,1.3972536325454712,5.482976916937332e-07,0.02457745559513569,0.0027459226548671722,8.626004273537546e-06
results_5_3_2_square_0_3GHz_tvlep_finetune_mid_1p5k,15500.0,square_target\results_5_3_2_square_0_3GHz_tvlep_finetune_mid_1p5k\checkpoint_adam_015500.pt,square_target\results_5_3_2_square_0_3GHz_tvlep_finetune_mid_1p5k\comparison_adam_015500.png,0.20584598761715436,0.9261826579815402,2.230000000000001,0.07054720489586634,0.993002276600062,1.882856845855713,3.2118070125579834,3.548588514328003,3.4748592376708984,3.5372700691223145,3.1241235733032227,1.0454192161560059,1.0,3.548588514328003,1.3920412063598633,7.096506351444987e-07,0.030967310070991516,0.003399247769266367,8.163711754605174e-06
